Week,DJI,DJV,S&P,FTSE,FTV,STI,STIV,SG/D,P/D,SGPRIME,UKPRIME,USPRIME,USINF,UKINF,SGINF,DJI_Forecast,DJV_Forecast,S&P_Forecast,FTSE_Forecast,FTV_Forecast,STI_Forecast,STIV_Forecast,SG/D_Forecast,P/D_Forecast,SGPRIME_Forecast,UKPRIME_Forecast,USPRIME_Forecast,USINF_Forecast,UKINF_Forecast,SGINF_Forecast
362,3598.99,110750.9,460.74,3100.8,1427501.0,2039.12,2635922.0,0.6418,1.525,4.75,7.0,6.0,2.75,1.36,2.22,3626.616323699951,109858.76083984374,463.097855796814,3107.553112316132,1453176.564453125,2042.1172438812255,2042.1172438812255,0.6425474921876565,1.5229719212278723,4.74944232404232,6.971357882022858,6.00509712100029,2.761176634579897,1.3259166336059571,1.3259166336059571
363,3603.19,101150.8,461.49,3080.9,1162134.0,2053.88,2549141.0,0.6388,1.5223,4.75,7.0,6.0,2.75,1.36,2.22,3635.9429754638672,93085.950390625,463.8654978179932,3087.50253238678,1135931.029296875,2064.3776778030397,2064.3776778030397,0.6381876615189948,1.5194797282341868,4.765161409974098,6.979101896286011,6.022328509017825,2.7452859594486654,1.4187850585579873,1.4187850585579873
364,3645.1,149902.9,466.07,3156.3,1400481.0,2095.84,2095260.0,0.6337,1.4939,4.75,7.0,6.0,2.75,1.36,2.22,3674.5643936157226,157419.884375,468.8117721748352,3168.227989959717,1402727.4230957031,2105.1656092071535,2105.1656092071535,0.6324866414012388,1.4834943691954017,4.731607422232628,6.955485045909882,6.012190177105367,2.739715394563973,1.3672782514616848,1.3672782514616848
365,3664.66,130895.3,464.61,3154.3,1290796.0,2107.41,2397855.0,0.6343,1.4805,4.75,7.0,6.0,2.75,1.36,2.22,3695.9725114440917,132703.91206054686,467.5794104194641,3164.7833545684816,1289494.0780029297,2118.761496696472,2118.761496696472,0.6347193192871753,1.475772435247898,4.74885194003582,6.957239270210266,6.021470366045833,2.757206767331809,1.3709701156616212,1.3709701156616212
366,3661.87,149137.9,463.02,3162.3,1335526.0,2127.43,2972370.0,0.6301,1.4825,4.75,7.0,6.0,2.68,1.36,2.32,3686.3135482025145,146460.04965820312,465.55645253181456,3171.3794706344606,1389089.7421875,2131.682329826355,2131.682329826355,0.6297446325385477,1.4787655073031782,4.72793547809124,6.950058400630951,6.007521554362029,2.6543666984140875,1.3342544181644918,1.3342544181644918
367,3663.55,129385.7,463.72,3098.5,1629094.0,2081.01,1852410.0,0.6283,1.4785,4.75,7.0,6.0,2.68,1.36,2.32,3689.6431930541994,118119.717578125,466.0107476425171,3110.9305572509766,1625858.6708984375,2085.8218953704836,2085.8218953704836,0.6274543486248702,1.4775944271557964,4.735021650791168,6.938800930976868,6.005366026889533,2.653110165446997,1.3595685577450787,1.3595685577450787
368,3704.35,149821.3,464.81,3120.0,1402562.0,2096.51,1852410.0,0.6275,1.4809999999999999,4.75,7.0,6.0,2.68,1.36,2.32,3727.359223937988,157899.69306640624,467.6026800251007,3123.3153727054596,1389272.455078125,2091.4376628494265,2091.4376628494265,0.6280192965618334,1.4767973835989832,4.718519285321236,6.959860146045685,5.99100436270237,2.668352348096669,1.3059640495479108,1.3059640495479108
369,3687.58,140032.8,462.36,3067.2,1402562.0,2080.79,1059125.0,0.6264,1.4880000000000002,4.75,6.5,6.0,2.68,1.36,2.32,3701.6168814468383,133397.501171875,463.6808512067795,3068.1700189232824,1426632.755859375,2079.379874148369,2079.379874148369,0.62772481160108,1.4921142725385728,4.747206777334213,6.464056193828583,5.9902950674295425,2.673383241351694,1.3427850349247457,1.3427850349247457
370,3697.08,85585.4,461.89,3233.2,1759310.0,2106.01,1266701.0,0.625,1.4775,4.75,6.5,6.0,2.75,1.94,2.62,3710.8099613952636,83149.96567382812,463.3084200763702,3237.067014169693,1744623.6474609375,2105.098884651661,2105.098884651661,0.626305706333369,1.4761845940584317,4.7361179292202,6.460823357105255,5.967309206724167,2.741278328001499,1.8454241180419921,1.8454241180419921
371,3734.53,110055.4,466.29,3277.4,1711402.0,2159.21,1266701.0,0.6264,1.4969999999999999,4.75,6.5,6.0,2.75,1.94,2.62,3755.366017608643,120305.5552734375,467.7189267063141,3283.5443362236024,1707340.4272460938,2170.504280052185,2170.504280052185,0.6271823513587936,1.4983338804710655,4.7466078251600266,6.438032388687134,6.0108495047315955,2.7287033796310425,1.8715931349992752,1.8715931349992752
372,3716.92,120961.3,461.84,3278.8,1506528.0,2271.24,2886331.0,0.6272,1.4785,4.75,6.5,6.0,2.75,1.94,2.62,3723.980332775116,126481.0451171875,461.877564843893,3283.454881477356,1465160.97265625,2283.5393307113645,2283.5393307113645,0.6277080631235614,1.4816896359287202,4.78316804766655,6.472726583480835,6.022899178788066,2.7347109178081155,1.9238418960571289,1.9238418960571289
373,3762.19,135791.5,467.32,3355.7,1600079.0,2273.95,2848643.0,0.6279,1.4969999999999999,4.75,6.5,6.0,2.75,1.94,2.62,3773.726150932312,127461.5576171875,467.51764402508735,3366.924200248718,1596699.0822753906,2283.61247177124,2283.61247177124,0.6267816038239747,1.5002783616334199,4.773852363228798,6.486242234706879,6.049970161169767,2.7199068386107683,2.006215895116329,2.006215895116329
374,3794.33,73062.6,470.58,3462.0,1600079.0,2426.85,3206023.0,0.624,1.4755,4.75,6.5,6.0,2.75,1.94,2.62,3841.393793182373,75700.19301757813,475.0463052558899,3486.332685470581,1691600.09375,2448.1197372436523,2448.1197372436523,0.6230267222747207,1.4684430456832052,4.7441810965538025,6.4348785281181335,6.031955420970917,2.728049896657467,1.9644056694209575,1.9644056694209575
375,3798.82,129994.5,467.55,3379.2,1600079.0,2431.99,3243727.0,0.6245,1.4880000000000002,4.75,6.5,6.0,2.52,2.47,2.2,3833.607796020508,148730.15625,470.65013484954835,3391.733183097839,1663165.03515625,2446.1505176925657,2446.1505176925657,0.6234289202494547,1.4817750385142865,4.734804168343544,6.437456488609314,6.032709151506424,2.477521792501211,2.464438171386719,2.464438171386719
376,3848.63,160560.7,474.17,3372.0,1662776.0,2260.31,2872410.0,0.6229,1.5035,4.75,6.5,6.0,2.52,2.47,2.2,3883.4583424377442,160852.1945678711,477.84560839653017,3395.993459701538,1710065.71484375,2265.2993589019775,2265.2993589019775,0.6222188546504825,1.496179974064231,4.741775080561638,6.448482692241669,6.03137119114399,2.4938416709005833,2.4835606769472363,2.4835606769472363
377,3884.37,127048.5,474.3,3475.1,1752963.0,2303.3,1674230.0,0.6223,1.4925,4.75,6.5,6.0,2.52,2.47,2.2,3917.3223620605468,126149.43328857422,477.6756401538849,3486.7139917373656,1813333.4765625,2305.5209050655367,2305.5209050655367,0.6225583296445664,1.4900732208695262,4.730709254741669,6.469714462757111,6.011337562464178,2.50554446361959,2.4607173160463574,2.4607173160463574
378,3908.0,152407.1,473.2,3436.1,1736856.0,2255.47,1056330.0,0.6258,1.495,4.75,6.5,6.0,2.52,2.47,2.2,3948.598575592041,155348.22353515626,477.1995415210724,3448.5433946609496,1828490.8359375,2262.9346973609922,2262.9346973609922,0.6282859714321792,1.5011559365130962,4.744817301630974,6.477466523647308,6.020445227622986,2.537080957069993,2.4344758217036726,2.4344758217036726
379,3975.54,130251.4,482.0,3520.3,1899380.0,2338.08,1355250.0,0.6308,1.4965,4.75,6.5,6.0,2.52,2.38,3.12,3997.973240890503,127721.27182617187,484.53056478500366,3526.184077548981,1909072.2763671875,2339.3412513303756,2339.3412513303756,0.6327470549887046,1.498359912299551,4.756079748272896,6.486841857433319,6.008475661277771,2.5434770625829697,2.3594879909604787,2.3594879909604787
380,3931.92,156286.0,472.77,3429.1,1780725.0,2341.6,1123170.0,0.6274,1.4605,4.75,6.25,6.0,2.52,2.38,3.12,3958.312755508423,162983.572265625,474.74958064079283,3439.5121503829955,1756927.841796875,2358.3651348114013,2358.3651348114013,0.6278193916975054,1.459690144590102,4.767316937446594,6.248995304107666,6.012085973285139,2.527473189383745,2.415115052014589,2.415115052014589
381,3937.27,124485.6,472.79,3417.7,1575089.0,2341.38,1123170.0,0.6281,1.4755,4.75,6.25,6.0,2.52,2.38,3.12,3953.54534866333,117941.48134765626,474.54624680519106,3428.2617237091063,1579921.193359375,2345.4439095306398,2345.4439095306398,0.6285407972155604,1.473285885585472,4.729085475206375,6.213850200176239,5.995577543973923,2.5131874037720263,2.3404022987186908,2.3404022987186908
382,3891.68,102165.8,470.69,3341.9,1259515.0,2423.91,1548310.0,0.6308,1.4785,4.75,6.25,6.0,2.52,2.38,3.12,3898.2116462516783,106053.73603515625,471.4484690451622,3339.6015557289124,1265978.0234375,2418.1591073608397,2418.1591073608397,0.6309501957158326,1.4738266163356601,4.744342625141144,6.194500386714935,5.970486642792821,2.4964887988567352,2.3089487823843955,2.3089487823843955
383,3831.74,146120.8,464.81,3248.1,1639986.0,2284.49,1482330.0,0.6333,1.4969999999999999,4.75,6.25,6.0,2.51,2.3,2.41,3832.14471047163,139643.14130859374,465.1889880871773,3241.536577320099,1737745.6015625,2269.4155790710447,2269.4155790710447,0.6332241379264276,1.492372962206602,4.73748816549778,6.1788217425346375,5.9689788687974215,2.4564281760156153,2.233217242360115,2.233217242360115
384,3853.41,128638.7,467.06,3246.7,1327029.0,2222.85,958930.0,0.6302,1.4928,4.75,6.25,6.0,2.51,2.3,2.41,3865.3977014160155,120170.7546875,468.68051010131836,3243.735831451416,1348964.265625,2208.1660848617553,2208.1660848617553,0.6306281477013137,1.4890111029308288,4.72960664331913,6.206198632717133,5.982514098286629,2.4813361375033853,2.2815849307924507,2.2815849307924507
385,3848.15,104283.8,469.42,3242.9,1367515.0,2185.81,815700.0,0.6308,1.4955,4.75,6.25,6.0,2.51,2.3,2.41,3854.17356338501,100564.36909179688,470.04839978933336,3233.966593170166,1412328.6328125,2174.526676712036,2174.526676712036,0.6323172864077613,1.4964908266365529,4.7449826300144196,6.212033033370972,5.978421675041318,2.5038267599791286,2.2403522498905657,2.2403522498905657
386,3869.46,151283.1,468.54,3155.3,1255990.0,2111.28,1067310.0,0.6305,1.4965,4.75,6.25,6.0,2.51,2.3,2.41,3874.629434070587,143143.29287109376,468.6512370193005,3150.6317584991457,1243176.2890625,2103.3696215438845,2103.3696215438845,0.6322546052113175,1.5025186036862432,4.747132644057274,6.2172240018844604,5.980159550905228,2.5106885158363728,2.2512828812003134,2.2512828812003134
387,3626.75,147576.4,445.55,3092.4,1439127.0,2128.39,724860.0,0.6377,1.48,4.75,6.25,6.25,2.51,2.3,2.41,3626.902495920658,131071.601171875,445.870866137743,3090.486682200432,1481641.078125,2117.2104288482665,2117.2104288482665,0.6380318141680211,1.4779098723269999,4.727033957839012,6.21771240234375,6.228700073435903,2.488767983615398,2.26881103515625,2.26881103515625
388,3679.73,166960.8,448.05,3131.5,1439127.0,2115.57,724860.0,0.6361,1.469,4.75,6.25,6.25,2.36,2.56,2.8,3692.0694317626953,150123.477734375,450.01010887622834,3127.9039177894592,1428593.2109375,2095.5926936340334,2095.5926936340334,0.6374782642781734,1.471575499471277,4.752183616161346,6.2137081027030945,6.252498388290405,2.3758376544713973,2.5643148039840162,2.5643148039840162
389,3661.47,123563.2,446.26,3145.8,1273446.0,2231.66,753470.0,0.6399,1.4775,4.75,6.25,6.25,2.36,2.56,2.8,3676.146044464111,108030.1580078125,447.47261823177337,3141.3611176490786,1305481.755859375,2226.101454410553,2226.101454410553,0.642064806239307,1.484003991317004,4.795136511325836,6.230444312095642,6.2702092826366425,2.3855602207034825,2.5773450466245413,2.5773450466245413
390,3598.71,155971.1,441.96,3098.3,1373228.0,2229.66,776550.0,0.6419,1.4914,5.25,6.25,6.75,2.36,2.56,2.8,3608.584580383301,162065.29921875,442.82253386735914,3091.6763451576235,1390849.287109375,2229.1862797176836,2229.1862797176836,0.6429951000731439,1.4942003319166601,5.309046521782875,6.261921525001526,6.782584190368652,2.380803518593311,2.5875665279477835,2.5875665279477835
391,3699.54,114658.6,451.87,3150.0,1393222.0,2290.71,985860.0,0.6431,1.506,5.25,6.25,6.75,2.36,2.56,2.8,3723.9733992004394,120005.840234375,455.4359809112549,3154.491837501526,1439432.12890625,2293.843866071701,2293.843866071701,0.6443223069788888,1.5084442025460303,5.288641840219498,6.255705833435059,6.778776420280337,2.383379497230053,2.6235967254638672,2.6235967254638672
392,3697.75,123525.2,451.72,3070.5,1393222.0,2301.08,985860.0,0.6429,1.5015,5.25,6.25,6.75,2.29,2.55,3.09,3723.3226776123047,143746.053515625,454.1647240829468,3073.403302192688,1449276.9375,2317.027169303894,2317.027169303894,0.6443922097325325,1.5084010672159494,5.298148110508919,6.269172668457031,6.778789980337024,2.3004033136740327,2.6236289992928503,2.6236289992928503
393,3629.04,129874.9,441.49,3130.5,1398246.0,2261.22,607056.0,0.6443,1.4935,5.25,6.25,6.75,2.29,2.55,3.09,3649.6312113189697,135820.49228515624,443.3022663497925,3136.7728610038757,1450337.3671875,2268.5115534973143,2268.5115534973143,0.646249385041371,1.5059932900071145,5.273781061172485,6.260761380195618,6.768913045525551,2.297997981272638,2.6071634285151957,2.6071634285151957
394,3732.89,128464.8,453.69,3116.5,1483025.0,2323.16,534471.0,0.6482,1.5095,5.25,6.25,7.25,2.29,2.55,3.09,3744.288777961731,131415.766796875,455.268719496727,3120.356714248657,1490308.1909179688,2320.5026032066344,2320.5026032066344,0.648807046415098,1.5061924930922688,5.238423511385918,6.21003270149231,7.240156024694443,2.2831265665218234,2.535461616888642,2.535461616888642
395,3755.3,139521.8,456.34,3020.7,1226722.0,2302.86,534471.0,0.6509999999999999,1.5085,5.25,6.25,7.25,2.29,2.55,3.09,3773.2531593322756,144404.14423828124,458.25998028755185,3023.2627710819243,1252058.21875,2310.547282562256,2310.547282562256,0.6527212893581017,1.512545152105391,5.301339194178581,6.261500835418701,7.251962870359421,2.3029350759088993,2.5779546733945606,2.5779546733945606
396,3760.83,90042.4,457.63,2931.9,1226722.0,2267.88,461547.0,0.6527,1.517,5.25,6.25,7.25,2.49,2.62,3.49,3775.0353117752074,93048.86240234374,459.2968199300766,2935.5870272159577,1307235.03125,2272.7605794715882,2272.7605794715882,0.6541192122034728,1.5218964163288473,5.287587806582451,6.2785152196884155,7.265113829635084,2.499764522314072,2.658383673876524,2.658383673876524
397,3749.45,114365.3,457.06,3038.2,1208211.0,2265.65,470970.0,0.6523,1.5095,5.25,6.25,7.25,2.49,2.62,3.49,3761.999018859863,126883.31953125,458.16982739925385,3038.865910720825,1297911.6484375,2263.7496210575105,2263.7496210575105,0.6536232957571745,1.5154806830249727,5.227817982435226,6.2651636600494385,7.22110185213387,2.470136398226023,2.6095465848967434,2.6095465848967434
398,3790.41,122602.3,460.61,3045.8,1411353.0,2286.51,985300.0,0.6524,1.5219999999999998,5.25,6.25,7.25,2.49,2.62,3.49,3790.520984548926,120023.52924804688,460.1675107932091,3040.541753578186,1460258.5859375,2282.017648944855,2282.017648944855,0.6536306658318266,1.524228957833722,5.248493865132332,6.221691310405731,7.2243182975798845,2.451467739194632,2.5918107227236034,2.5918107227236034
399,3724.77,145856.3,453.09,2960.4,1255481.0,2255.3,835210.0,0.654,1.5305,5.25,6.25,7.25,2.49,2.62,3.49,3727.873862762451,143872.61677246093,452.6459379458427,2960.850321942568,1216232.9453125,2260.287002372742,2260.287002372742,0.6547608159794472,1.534817524842918,5.271381750702858,6.234715938568115,7.238466338254511,2.4518112444877627,2.6212149810791017,2.6212149810791017
400,3667.05,121174.8,447.63,2946.3,1209525.0,2218.41,497380.0,0.6564,1.546,5.25,6.25,7.25,2.49,2.62,3.49,3683.8205421447756,115393.762890625,449.8197392272949,2955.5948360443117,1226565.283203125,2221.2742737865447,2221.2742737865447,0.6571833553245291,1.5478177551683039,5.263072490692139,6.209117114543915,7.25226317346096,2.4853421824611726,2.606891937442124,2.606891937442124
401,3674.5,86489.2,446.13,2946.7,1090264.0,2162.88,409820.0,0.6579,1.5465,5.25,6.25,7.25,2.77,2.35,3.27,3686.3426656723022,86582.68509979248,447.5850150632858,2945.218904685974,1115976.0234375,2155.5505894470216,2155.5505894470216,0.6596729613464326,1.5502913019768894,5.259286254644394,6.200644016265869,7.230337291955948,2.764183402042836,2.3113681808114053,2.3113681808114053
402,3704.28,108338.0,448.73,3005.3,1432270.0,2183.93,431835.0,0.6609999999999999,1.5665,5.25,6.25,7.25,2.77,2.35,3.27,3699.9678924369814,113217.5908203125,448.57295117855074,2989.094231414795,1470838.89453125,2172.2699934768675,2172.2699934768675,0.6624348410768434,1.5695079002026469,5.24364048242569,6.206466197967529,7.231166124343872,2.7466400922089815,2.294828797131777,2.294828797131777
403,3727.27,117137.9,451.6,3077.2,1495353.0,2231.37,553370.0,0.6626,1.5455,5.25,6.25,7.25,2.77,2.35,3.27,3729.3576970291138,120326.89682617187,451.4346675038338,3071.216207695007,1439569.1640625,2233.30536901474,2233.30536901474,0.663998166292347,1.548807220293209,5.279049441218376,6.233946800231934,7.24090975522995,2.7502339170128107,2.3583564762026072,2.3583564762026072
404,3720.47,118135.5,452.57,3082.3,1192831.0,2201.39,442500.0,0.6623,1.5325,5.25,6.25,7.25,2.77,2.35,3.27,3730.3400132369993,121280.28979492188,452.9986481440067,3088.842449951172,1144364.0078125,2215.89751209259,2215.89751209259,0.663321201023832,1.5355010838527232,5.278297305107117,6.237491428852081,7.256228446494788,2.756206892877817,2.3715240474790336,2.3715240474790336
405,3792.66,120033.5,461.45,3160.4,1392601.0,2267.13,907740.0,0.6636,1.5419999999999998,5.25,6.25,7.25,2.9,2.41,3.48,3805.2159711456297,124360.091796875,462.67804260253905,3170.902387046814,1397893.9140625,2277.753303413391,2277.753303413391,0.664194784040004,1.5423314435016362,5.264850422739983,6.224510014057159,7.2583484053611755,2.9054478547535836,2.396710739322007,2.396710739322007
406,3766.76,118688.8,460.3,3167.0,1261440.0,2276.5,907740.0,0.664,1.537,5.25,6.25,7.25,2.9,2.41,3.48,3783.9770181274416,123450.2853515625,461.66696708202363,3176.174222946167,1280789.18359375,2293.033281326294,2293.033281326294,0.6640312628872053,1.535335249372758,5.265055164694786,6.239968955516815,7.249054342566524,2.8765516612678765,2.4115979766612874,2.4115979766612874
407,3776.48,133234.4,465.17,3190.3,1354661.0,2344.4,1592650.0,0.664,1.5425,5.25,6.25,7.75,2.9,2.41,3.48,3791.3543658065796,138945.8248046875,466.69144169807436,3199.2375486373903,1401066.35546875,2353.3652242660523,2353.3652242660523,0.6640756173249102,1.5398943359218538,5.254537999629974,6.221089124679565,7.753454684978351,2.8701172728091477,2.3889825435727836,2.3889825435727836
408,3846.73,141632.9,469.03,3205.2,1276743.0,2278.82,1385244.0,0.6662,1.5535,5.25,6.25,7.75,2.9,2.41,3.48,3863.9861950683594,145762.26767578124,470.2751132535934,3213.3599435806273,1276390.5649108887,2289.0820544433595,2289.0820544433595,0.666659720264189,1.5582639408148826,5.294498518109322,6.234705984592438,7.7679513245821,2.881935005635023,2.4567302314937116,2.4567302314937116
409,3913.42,157601.1,475.49,3251.3,1276743.0,2312.7,914709.0,0.6667,1.5355,5.75,6.25,7.75,2.9,2.41,3.48,3938.5470656585694,163763.678125,477.91756962776185,3258.664724636078,1351010.515625,2324.2984296798704,2324.2984296798704,0.66754051664453,1.537141944050789,5.787160739302635,6.248428523540497,7.7749598901718855,2.8899399084970354,2.4435866920650007,2.4435866920650007
410,3886.25,97388.1,470.96,3203.9,1261244.0,2327.01,1096280.0,0.6667,1.546,5.75,6.25,7.75,2.96,2.18,3.48,3915.996702194214,106099.1966796875,474.0136048412323,3210.929381275177,1349450.6171875,2342.958464393616,2342.958464393616,0.6690713142145425,1.5524786043949426,5.7913937866687775,6.2765198945999146,7.782718747854233,2.9708854435384273,2.234606627672911,2.234606627672911
411,3895.33,128005.6,468.8,3079.8,1344789.0,2298.31,988240.0,0.6718,1.5655,5.75,6.25,7.75,2.96,2.18,3.48,3914.5402737426757,138526.4671875,471.0357451915741,3083.6516762256624,1356258.09765625,2302.772348461151,2302.772348461151,0.6727894411778077,1.5692359101697801,5.739010319113731,6.220517337322235,7.733703315258026,2.9364215108007192,2.143926695287228,2.143926695287228
