week_num,is_trade,a_start,a_end,profit,hold_profit,trade_profit,as_start,as_end,ad_start,ad_end,ap_start,ap_end,trade_s_d,trade_s_p,trade_d_s,trade_d_p,trade_p_s,trade_p_d
85.0,0.0,36775.99513191259,36783.57122653586,7.576094623269455,7.576094623269455,0.0,11045.752657363508,11061.684031388553,11467.236635122143,11485.981156544938,11276.17418718742,11294.064271234402,0.0,0.0,0.0,0.0,0.0,0.0
86.0,0.0,36699.928716963725,36535.20914910169,-164.71956786203373,-164.71956786203373,0.0,11061.684031388553,11077.638383356903,11485.981156544938,11504.75631805083,11294.064271234402,11311.982738587803,0.0,0.0,0.0,0.0,0.0,0.0
87.0,0.0,36757.91054255529,36547.83359112323,-210.07695143206365,-210.07695143206365,0.0,11077.638383356903,11093.615746409823,11504.75631805083,11523.562169724566,11311.982738587803,11329.929634278833,0.0,0.0,0.0,0.0,0.0,0.0
88.0,0.0,36926.749139906504,36773.39549779877,-153.35364210773696,-153.35364210773696,0.0,11093.615746409823,11109.616153736377,11523.562169724566,11542.39876173277,11329.929634278833,11347.905003410142,0.0,0.0,0.0,0.0,0.0,0.0
89.0,0.0,37009.19266947356,37036.75455718812,27.561887714560726,27.561887714560726,0.0,11109.616153736377,11125.639638573497,11542.39876173277,11561.266144324063,11347.905003410142,11365.908891155937,0.0,0.0,0.0,0.0,0.0,0.0
90.0,0.0,37090.12189689324,37175.94015494654,85.818258053303,85.818258053303,0.0,11125.639638573497,11141.686234206056,11561.266144324063,11580.164367829208,11365.908891155937,11383.9413427621,0.0,0.0,0.0,0.0,0.0,0.0
91.0,0.0,37549.765522699,37557.54772553927,7.782202840266109,7.782202840266109,0.0,11141.686234206056,11157.75597396693,11580.164367829208,11599.093482661236,11383.9413427621,11402.002403546292,0.0,0.0,0.0,0.0,0.0,0.0
92.0,0.0,37673.08114638174,37628.66584796398,-44.415298417756276,-44.415298417756276,0.0,11157.75597396693,11172.776030085732,11599.093482661236,11618.053539315586,11402.002403546292,11420.092118898074,0.0,0.0,0.0,0.0,0.0,0.0
93.0,0.0,37589.16755058653,37530.52063336499,-58.64691722153657,-58.64691722153657,0.0,11172.776030085732,11187.816305510847,11618.053539315586,11637.044588370236,11420.092118898074,11438.210534279018,0.0,0.0,0.0,0.0,0.0,0.0
94.0,0.0,37823.44016727635,37900.745798489006,77.30563121265732,77.30563121265732,0.0,11187.816305510847,11202.876827460574,11637.044588370236,11656.066680485841,11438.210534279018,11456.357695222827,0.0,0.0,0.0,0.0,0.0,0.0
95.0,0.0,37985.48019587071,38109.74425783617,124.26406196546304,124.26406196546304,0.0,11202.876827460574,11217.957623189848,11656.066680485841,11675.119866405867,11456.357695222827,11474.533647335442,0.0,0.0,0.0,0.0,0.0,0.0
96.0,0.0,37927.77645455308,37948.16536354901,20.388908995926613,20.388908995926613,0.0,11217.957623189848,11233.058719990297,11675.119866405867,11694.204196956722,11474.533647335442,11492.738436295158,0.0,0.0,0.0,0.0,0.0,0.0
97.0,0.0,37952.593416528645,37923.788876377934,-28.804540150711546,-28.804540150711546,0.0,11233.058719990297,11248.180145190285,11694.204196956722,11713.319723047902,11492.738436295158,11510.972107852742,0.0,0.0,0.0,0.0,0.0,0.0
98.0,0.0,37752.267839605716,37813.72071644748,61.45287684176583,61.45287684176583,0.0,11248.180145190285,11263.321926154964,11713.319723047902,11732.466495672115,11510.972107852742,11529.234707831547,0.0,0.0,0.0,0.0,0.0,0.0
99.0,0.0,37333.20266716895,37414.99722780015,81.79456063119869,81.79456063119869,0.0,11263.321926154964,11278.484090286327,11732.466495672115,11751.644565905426,11529.234707831547,11547.526282127626,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,37448.02773696947,37490.38627443834,42.358537468870054,42.358537468870054,0.0,11278.484090286327,11294.751134647318,11751.644565905426,11770.853984907388,11547.526282127626,11565.84687670985,0.0,0.0,0.0,0.0,0.0,0.0
101.0,0.0,37411.68225033216,37550.5718128872,138.88956255504309,138.88956255504309,0.0,11294.751134647318,11311.041641091522,11770.853984907388,11790.094803921178,11565.84687670985,11584.196537620015,0.0,0.0,0.0,0.0,0.0,0.0
102.0,0.0,37524.84231862455,37722.852927773485,198.01060914893606,198.01060914893606,0.0,11311.041641091522,11327.355643458483,11790.094803921178,11809.367074273741,11584.196537620015,11602.57531097297,0.0,0.0,0.0,0.0,0.0,0.0
